timestamp,sensor_id,parameter,value,unit,alert_level
19:36:25.499,SENSOR-AQI,AQI,53.54,AQI,NORMAL
19:36:25.500,SENSOR-UV,UV_INDEX,10.64,UV,CRITICAL
19:36:25.501,SENSOR-TEMP,TEMP,34.02,C,NORMAL
19:36:25.501,SENSOR-HUMID,HUMIDITY,47.93,%,NORMAL
19:36:25.502,SENSOR-RAIN,RAINFALL,39.7,mm,CRITICAL
19:36:25.502,SENSOR-AQI,AQI,173.53,AQI,CRITICAL
19:36:25.502,SENSOR-SOIL,SOIL_MOIST,30.27,%,WARNING
19:36:25.502,SENSOR-WIND,WIND,42.64,km/h,WARNING
19:36:25.503,SENSOR-HUMID,HUMIDITY,66.23,%,NORMAL
19:36:25.504,SENSOR-TEMP,TEMP,31.1,C,NORMAL
19:36:25.505,SENSOR-UV,UV_INDEX,11.92,UV,CRITICAL
19:36:25.505,SENSOR-HUMID,HUMIDITY,58.77,%,NORMAL
19:36:25.505,SENSOR-SOIL,SOIL_MOIST,23.9,%,WARNING
19:36:25.505,SENSOR-WIND,WIND,58.52,km/h,CRITICAL
19:36:25.505,SENSOR-AQI,AQI,169.56,AQI,CRITICAL
19:36:25.507,SENSOR-WIND,WIND,74.45,km/h,CRITICAL
19:36:25.507,SENSOR-AQI,AQI,174.2,AQI,CRITICAL
19:36:25.507,SENSOR-RAIN,RAINFALL,2.4,mm,NORMAL
19:36:25.507,SENSOR-TEMP,TEMP,32.52,C,NORMAL
19:36:25.507,SENSOR-SOIL,SOIL_MOIST,32.8,%,WARNING
19:36:25.508,SENSOR-HUMID,HUMIDITY,54.52,%,NORMAL
19:36:25.508,SENSOR-UV,UV_INDEX,2.7,UV,NORMAL
19:36:25.509,SENSOR-SOIL,SOIL_MOIST,78.62,%,NORMAL
19:36:25.509,SENSOR-RAIN,RAINFALL,3.6,mm,NORMAL
19:36:25.511,SENSOR-AQI,AQI,84.67,AQI,NORMAL
19:36:25.511,SENSOR-UV,UV_INDEX,5.69,UV,NORMAL
19:36:25.511,SENSOR-RAIN,RAINFALL,47.43,mm,CRITICAL
19:36:25.512,SENSOR-TEMP,TEMP,32.85,C,NORMAL
19:36:25.512,SENSOR-WIND,WIND,15.15,km/h,NORMAL
19:36:25.513,SENSOR-SOIL,SOIL_MOIST,18.94,%,CRITICAL
19:36:25.513,SENSOR-HUMID,HUMIDITY,60.43,%,NORMAL
19:36:25.513,SENSOR-UV,UV_INDEX,0.26,UV,NORMAL
19:36:25.513,SENSOR-AQI,AQI,145.76,AQI,WARNING
19:36:25.514,SENSOR-RAIN,RAINFALL,39.89,mm,CRITICAL
19:36:25.514,SENSOR-WIND,WIND,23.68,km/h,NORMAL
19:36:25.515,SENSOR-SOIL,SOIL_MOIST,60.66,%,NORMAL
19:36:25.515,SENSOR-UV,UV_INDEX,1.66,UV,NORMAL
19:36:25.515,SENSOR-AQI,AQI,88.79,AQI,NORMAL
19:36:25.516,SENSOR-WIND,WIND,44.25,km/h,WARNING
19:36:25.516,SENSOR-RAIN,RAINFALL,39.44,mm,CRITICAL
19:36:25.516,SENSOR-SOIL,SOIL_MOIST,68.83,%,NORMAL
19:36:25.517,SENSOR-TEMP,TEMP,18.5,C,NOTICE
19:36:25.517,SENSOR-UV,UV_INDEX,9.46,UV,CRITICAL
19:36:25.517,SENSOR-AQI,AQI,110.92,AQI,WARNING
19:36:25.518,SENSOR-HUMID,HUMIDITY,78.36,%,NORMAL
19:36:25.518,SENSOR-WIND,WIND,46.5,km/h,WARNING
19:36:25.520,SENSOR-UV,UV_INDEX,11.14,UV,CRITICAL
19:36:25.520,SENSOR-TEMP,TEMP,41.95,C,CRITICAL
19:36:25.521,SENSOR-HUMID,HUMIDITY,32.47,%,NORMAL
19:36:25.521,SENSOR-SOIL,SOIL_MOIST,40.37,%,NORMAL
19:36:25.521,SENSOR-RAIN,RAINFALL,13.91,mm,NORMAL
19:36:25.522,SENSOR-RAIN,RAINFALL,30.63,mm,CRITICAL
19:36:25.522,SENSOR-AQI,AQI,28.09,AQI,NORMAL
19:36:25.523,SENSOR-WIND,WIND,58.96,km/h,CRITICAL
19:36:25.523,SENSOR-TEMP,TEMP,25.03,C,NORMAL
19:36:25.524,SENSOR-HUMID,HUMIDITY,37.66,%,NORMAL
19:36:25.524,SENSOR-SOIL,SOIL_MOIST,16.37,%,CRITICAL
19:36:25.525,SENSOR-WIND,WIND,14.91,km/h,NORMAL
19:36:25.525,SENSOR-RAIN,RAINFALL,7.13,mm,NORMAL
19:36:25.525,SENSOR-UV,UV_INDEX,3.68,UV,NORMAL
19:36:25.525,SENSOR-HUMID,HUMIDITY,94.51,%,CRITICAL
19:36:25.525,SENSOR-TEMP,TEMP,21.01,C,NORMAL
19:36:25.525,SENSOR-AQI,AQI,179.82,AQI,CRITICAL
19:36:25.526,SENSOR-SOIL,SOIL_MOIST,72.16,%,NORMAL
19:36:25.528,SENSOR-AQI,AQI,107.48,AQI,WARNING
19:36:25.528,SENSOR-WIND,WIND,4.74,km/h,NORMAL
19:36:25.529,SENSOR-TEMP,TEMP,39.19,C,CRITICAL
19:36:25.529,SENSOR-WIND,WIND,55.3,km/h,CRITICAL
19:36:25.529,SENSOR-SOIL,SOIL_MOIST,39.4,%,NORMAL
19:36:25.529,SENSOR-UV,UV_INDEX,5.45,UV,NORMAL
19:36:25.529,SENSOR-RAIN,RAINFALL,29.75,mm,CRITICAL
19:36:25.530,SENSOR-HUMID,HUMIDITY,35.7,%,NORMAL
19:36:25.531,SENSOR-UV,UV_INDEX,7.8,UV,WARNING
19:36:25.532,SENSOR-WIND,WIND,31.08,km/h,WARNING
19:36:25.532,SENSOR-TEMP,TEMP,23.22,C,NORMAL
19:36:25.532,SENSOR-AQI,AQI,90.77,AQI,NORMAL
19:36:25.533,SENSOR-SOIL,SOIL_MOIST,38.65,%,NORMAL
19:36:25.534,SENSOR-TEMP,TEMP,39.15,C,CRITICAL
19:36:25.534,SENSOR-RAIN,RAINFALL,47.74,mm,CRITICAL
19:36:25.534,SENSOR-AQI,AQI,41.6,AQI,NORMAL
19:36:25.534,SENSOR-HUMID,HUMIDITY,32.85,%,NORMAL
19:36:25.534,SENSOR-UV,UV_INDEX,8.05,UV,CRITICAL
19:36:25.535,SENSOR-SOIL,SOIL_MOIST,77.75,%,NORMAL
19:36:25.537,SENSOR-WIND,WIND,40.36,km/h,WARNING
19:36:25.537,SENSOR-AQI,AQI,50.64,AQI,NORMAL
19:36:25.537,SENSOR-TEMP,TEMP,30.65,C,NORMAL
19:36:25.537,SENSOR-RAIN,RAINFALL,32.06,mm,CRITICAL
19:36:25.538,SENSOR-SOIL,SOIL_MOIST,22.62,%,WARNING
19:36:25.538,SENSOR-HUMID,HUMIDITY,70.37,%,NORMAL
19:36:25.539,SENSOR-UV,UV_INDEX,7.33,UV,WARNING
19:36:25.540,SENSOR-SOIL,SOIL_MOIST,21.67,%,WARNING
19:36:25.540,SENSOR-AQI,AQI,158.21,AQI,CRITICAL
19:36:25.541,SENSOR-RAIN,RAINFALL,16.47,mm,NORMAL
19:36:25.541,SENSOR-TEMP,TEMP,18.32,C,NOTICE
19:36:25.542,SENSOR-HUMID,HUMIDITY,51.23,%,NORMAL
19:36:25.542,SENSOR-UV,UV_INDEX,10.8,UV,CRITICAL
19:36:25.542,SENSOR-AQI,AQI,69.32,AQI,NORMAL
19:36:25.542,SENSOR-RAIN,RAINFALL,25.65,mm,CRITICAL
19:36:25.542,SENSOR-WIND,WIND,69.62,km/h,CRITICAL
19:36:25.543,SENSOR-SOIL,SOIL_MOIST,57.31,%,NORMAL
19:36:25.543,SENSOR-TEMP,TEMP,28.21,C,NORMAL
19:36:25.544,SENSOR-AQI,AQI,142.8,AQI,WARNING
19:36:25.546,SENSOR-HUMID,HUMIDITY,99.01,%,CRITICAL
19:36:25.546,SENSOR-RAIN,RAINFALL,12.43,mm,NORMAL
19:36:25.548,SENSOR-WIND,WIND,65.95,km/h,CRITICAL
19:36:25.548,SENSOR-HUMID,HUMIDITY,37.5,%,NORMAL
19:36:25.548,SENSOR-UV,UV_INDEX,7.23,UV,WARNING
19:36:25.548,SENSOR-TEMP,TEMP,25.7,C,NORMAL
19:36:25.548,SENSOR-SOIL,SOIL_MOIST,14.72,%,CRITICAL
19:36:25.548,SENSOR-AQI,AQI,71.16,AQI,NORMAL
19:36:25.550,SENSOR-RAIN,RAINFALL,49.47,mm,CRITICAL
19:36:25.550,SENSOR-AQI,AQI,195.84,AQI,CRITICAL
19:36:25.552,SENSOR-SOIL,SOIL_MOIST,66.15,%,NORMAL
19:36:25.552,SENSOR-UV,UV_INDEX,11.86,UV,CRITICAL
19:36:25.552,SENSOR-HUMID,HUMIDITY,92.13,%,CRITICAL
19:36:25.552,SENSOR-WIND,WIND,3.52,km/h,NORMAL
19:36:25.553,SENSOR-RAIN,RAINFALL,32.0,mm,CRITICAL
19:36:25.553,SENSOR-TEMP,TEMP,26.21,C,NORMAL
19:36:25.553,SENSOR-AQI,AQI,114.0,AQI,WARNING
19:36:25.555,SENSOR-SOIL,SOIL_MOIST,28.12,%,WARNING
19:36:25.555,SENSOR-HUMID,HUMIDITY,84.19,%,NORMAL
19:36:25.557,SENSOR-AQI,AQI,134.58,AQI,WARNING
19:36:25.557,SENSOR-WIND,WIND,55.57,km/h,CRITICAL
19:36:25.557,SENSOR-UV,UV_INDEX,0.37,UV,NORMAL
19:36:25.557,SENSOR-TEMP,TEMP,24.6,C,NORMAL
19:36:25.557,SENSOR-RAIN,RAINFALL,16.6,mm,NORMAL
19:36:25.559,SENSOR-TEMP,TEMP,34.46,C,NORMAL
19:36:25.559,SENSOR-SOIL,SOIL_MOIST,41.55,%,NORMAL
19:36:25.560,SENSOR-WIND,WIND,19.4,km/h,NORMAL
19:36:25.560,SENSOR-UV,UV_INDEX,10.91,UV,CRITICAL
19:36:25.560,SENSOR-HUMID,HUMIDITY,48.09,%,NORMAL
19:36:25.560,SENSOR-RAIN,RAINFALL,43.57,mm,CRITICAL
19:36:25.561,SENSOR-SOIL,SOIL_MOIST,62.6,%,NORMAL
19:36:25.561,SENSOR-AQI,AQI,46.56,AQI,NORMAL
19:36:25.563,SENSOR-WIND,WIND,58.61,km/h,CRITICAL
19:36:25.563,SENSOR-RAIN,RAINFALL,21.88,mm,NORMAL
19:36:25.563,SENSOR-HUMID,HUMIDITY,63.67,%,NORMAL
19:36:25.564,SENSOR-TEMP,TEMP,18.26,C,NOTICE
19:36:25.564,SENSOR-AQI,AQI,48.54,AQI,NORMAL
19:36:25.566,SENSOR-SOIL,SOIL_MOIST,45.01,%,NORMAL
19:36:25.566,SENSOR-RAIN,RAINFALL,7.94,mm,NORMAL
19:36:25.566,SENSOR-UV,UV_INDEX,2.73,UV,NORMAL
19:36:25.567,SENSOR-TEMP,TEMP,25.77,C,NORMAL
19:36:25.568,SENSOR-AQI,AQI,111.41,AQI,WARNING
19:36:25.568,SENSOR-WIND,WIND,74.48,km/h,CRITICAL
19:36:25.568,SENSOR-HUMID,HUMIDITY,61.66,%,NORMAL
19:36:25.569,SENSOR-TEMP,TEMP,30.28,C,NORMAL
19:36:25.569,SENSOR-WIND,WIND,2.21,km/h,NORMAL
19:36:25.570,SENSOR-SOIL,SOIL_MOIST,66.03,%,NORMAL
19:36:25.570,SENSOR-HUMID,HUMIDITY,52.98,%,NORMAL
19:36:25.571,SENSOR-WIND,WIND,7.71,km/h,NORMAL
19:36:25.572,SENSOR-RAIN,RAINFALL,48.27,mm,CRITICAL
19:36:25.572,SENSOR-UV,UV_INDEX,0.08,UV,NORMAL
19:36:25.573,SENSOR-HUMID,HUMIDITY,71.27,%,NORMAL
19:36:25.573,SENSOR-AQI,AQI,70.07,AQI,NORMAL
19:36:25.573,SENSOR-WIND,WIND,24.15,km/h,NORMAL
19:36:25.573,SENSOR-TEMP,TEMP,23.01,C,NORMAL
19:36:25.574,SENSOR-WIND,WIND,63.21,km/h,CRITICAL
19:36:25.574,SENSOR-SOIL,SOIL_MOIST,66.3,%,NORMAL
19:36:25.576,SENSOR-TEMP,TEMP,40.96,C,CRITICAL
19:36:25.576,SENSOR-WIND,WIND,51.87,km/h,CRITICAL
19:36:25.576,SENSOR-UV,UV_INDEX,9.48,UV,CRITICAL
19:36:25.576,SENSOR-AQI,AQI,20.38,AQI,NORMAL
19:36:25.576,SENSOR-HUMID,HUMIDITY,71.64,%,NORMAL
19:36:25.576,SENSOR-RAIN,RAINFALL,31.12,mm,CRITICAL
19:36:25.577,SENSOR-WIND,WIND,47.65,km/h,WARNING
19:36:25.577,SENSOR-AQI,AQI,145.87,AQI,WARNING
19:36:25.578,SENSOR-TEMP,TEMP,39.31,C,CRITICAL
19:36:25.578,SENSOR-SOIL,SOIL_MOIST,27.51,%,WARNING
19:36:25.581,SENSOR-HUMID,HUMIDITY,44.66,%,NORMAL
19:36:25.581,SENSOR-UV,UV_INDEX,10.22,UV,CRITICAL
19:36:25.581,SENSOR-RAIN,RAINFALL,40.38,mm,CRITICAL
19:36:25.581,SENSOR-WIND,WIND,29.4,km/h,NORMAL
19:36:25.581,SENSOR-TEMP,TEMP,24.78,C,NORMAL
19:36:25.582,SENSOR-AQI,AQI,50.91,AQI,NORMAL
19:36:25.582,SENSOR-SOIL,SOIL_MOIST,62.13,%,NORMAL
19:36:25.583,SENSOR-UV,UV_INDEX,7.85,UV,WARNING
19:36:25.583,SENSOR-RAIN,RAINFALL,16.95,mm,NORMAL
19:36:25.584,SENSOR-TEMP,TEMP,28.49,C,NORMAL
19:36:25.584,SENSOR-WIND,WIND,24.64,km/h,NORMAL
19:36:25.585,SENSOR-HUMID,HUMIDITY,55.14,%,NORMAL
19:36:25.585,SENSOR-SOIL,SOIL_MOIST,40.42,%,NORMAL
19:36:25.585,SENSOR-AQI,AQI,166.98,AQI,CRITICAL
19:36:25.585,SENSOR-RAIN,RAINFALL,35.13,mm,CRITICAL
19:36:25.587,SENSOR-TEMP,TEMP,26.3,C,NORMAL
19:36:25.587,SENSOR-UV,UV_INDEX,1.64,UV,NORMAL
19:36:25.587,SENSOR-WIND,WIND,30.51,km/h,WARNING
19:36:25.588,SENSOR-HUMID,HUMIDITY,50.04,%,NORMAL
19:36:25.589,SENSOR-SOIL,SOIL_MOIST,63.69,%,NORMAL
19:36:25.590,SENSOR-AQI,AQI,80.48,AQI,NORMAL
19:36:25.590,SENSOR-RAIN,RAINFALL,29.1,mm,CRITICAL
19:36:25.591,SENSOR-UV,UV_INDEX,2.62,UV,NORMAL
19:36:25.591,SENSOR-HUMID,HUMIDITY,92.05,%,CRITICAL
19:36:25.591,SENSOR-WIND,WIND,60.11,km/h,CRITICAL
19:36:25.591,SENSOR-TEMP,TEMP,21.34,C,NORMAL
19:36:25.593,SENSOR-RAIN,RAINFALL,4.26,mm,NORMAL
19:36:25.593,SENSOR-AQI,AQI,106.8,AQI,WARNING
19:36:25.593,SENSOR-SOIL,SOIL_MOIST,18.29,%,CRITICAL
19:36:25.594,SENSOR-WIND,WIND,61.24,km/h,CRITICAL
19:36:25.595,SENSOR-TEMP,TEMP,41.44,C,CRITICAL
19:36:25.595,SENSOR-UV,UV_INDEX,0.56,UV,NORMAL
19:36:25.595,SENSOR-HUMID,HUMIDITY,95.29,%,CRITICAL
19:36:25.597,SENSOR-UV,UV_INDEX,10.04,UV,CRITICAL
19:36:25.597,SENSOR-RAIN,RAINFALL,45.23,mm,CRITICAL
19:36:25.597,SENSOR-AQI,AQI,82.21,AQI,NORMAL
19:36:25.597,SENSOR-WIND,WIND,26.83,km/h,NORMAL
19:36:25.597,SENSOR-TEMP,TEMP,21.09,C,NORMAL
19:36:25.597,SENSOR-SOIL,SOIL_MOIST,77.24,%,NORMAL
19:36:25.598,SENSOR-HUMID,HUMIDITY,81.03,%,NORMAL
19:36:25.599,SENSOR-SOIL,SOIL_MOIST,10.16,%,CRITICAL
19:36:25.600,SENSOR-AQI,AQI,118.08,AQI,WARNING
19:36:25.601,SENSOR-HUMID,HUMIDITY,50.87,%,NORMAL
19:36:25.601,SENSOR-WIND,WIND,0.37,km/h,NORMAL
19:36:25.601,SENSOR-UV,UV_INDEX,9.76,UV,CRITICAL
19:36:25.601,SENSOR-TEMP,TEMP,38.12,C,CRITICAL
19:36:25.601,SENSOR-RAIN,RAINFALL,48.47,mm,CRITICAL
19:36:25.602,SENSOR-SOIL,SOIL_MOIST,44.2,%,NORMAL
19:36:25.603,SENSOR-RAIN,RAINFALL,18.45,mm,NORMAL
19:36:25.603,SENSOR-HUMID,HUMIDITY,35.14,%,NORMAL
19:36:25.604,SENSOR-TEMP,TEMP,39.91,C,CRITICAL
19:36:25.604,SENSOR-UV,UV_INDEX,1.29,UV,NORMAL
19:36:25.604,SENSOR-AQI,AQI,189.11,AQI,CRITICAL
19:36:25.605,SENSOR-SOIL,SOIL_MOIST,32.3,%,WARNING
19:36:25.605,SENSOR-HUMID,HUMIDITY,32.16,%,NORMAL
19:36:25.605,SENSOR-WIND,WIND,75.92,km/h,CRITICAL
19:36:25.606,SENSOR-RAIN,RAINFALL,7.66,mm,NORMAL
19:36:25.606,SENSOR-AQI,AQI,171.35,AQI,CRITICAL
19:36:25.606,SENSOR-SOIL,SOIL_MOIST,29.68,%,WARNING
19:36:25.606,SENSOR-TEMP,TEMP,24.28,C,NORMAL
19:36:25.608,SENSOR-WIND,WIND,17.07,km/h,NORMAL
19:36:25.608,SENSOR-RAIN,RAINFALL,0.39,mm,NORMAL
19:36:25.608,SENSOR-UV,UV_INDEX,10.18,UV,CRITICAL
19:36:25.610,SENSOR-SOIL,SOIL_MOIST,10.67,%,CRITICAL
19:36:25.610,SENSOR-HUMID,HUMIDITY,63.81,%,NORMAL
19:36:25.610,SENSOR-WIND,WIND,64.77,km/h,CRITICAL
19:36:25.610,SENSOR-TEMP,TEMP,26.84,C,NORMAL
19:36:25.612,SENSOR-AQI,AQI,188.47,AQI,CRITICAL
19:36:25.612,SENSOR-UV,UV_INDEX,11.3,UV,CRITICAL
19:36:25.612,SENSOR-SOIL,SOIL_MOIST,65.65,%,NORMAL
19:36:25.612,SENSOR-RAIN,RAINFALL,42.09,mm,CRITICAL
19:36:25.613,SENSOR-TEMP,TEMP,29.83,C,NORMAL
19:36:25.613,SENSOR-HUMID,HUMIDITY,44.36,%,NORMAL
19:36:25.613,SENSOR-AQI,AQI,51.0,AQI,NORMAL
19:36:25.615,SENSOR-SOIL,SOIL_MOIST,45.97,%,NORMAL
19:36:25.615,SENSOR-WIND,WIND,14.07,km/h,NORMAL
19:36:25.615,SENSOR-TEMP,TEMP,39.79,C,CRITICAL
19:36:25.616,SENSOR-RAIN,RAINFALL,0.65,mm,NORMAL
19:36:25.617,SENSOR-SOIL,SOIL_MOIST,35.69,%,NORMAL
19:36:25.617,SENSOR-UV,UV_INDEX,11.57,UV,CRITICAL
19:36:25.617,SENSOR-TEMP,TEMP,40.95,C,CRITICAL
19:36:25.617,SENSOR-HUMID,HUMIDITY,36.61,%,NORMAL
19:36:25.618,SENSOR-AQI,AQI,104.26,AQI,WARNING
19:36:25.618,SENSOR-HUMID,HUMIDITY,58.06,%,NORMAL
19:36:25.619,SENSOR-WIND,WIND,40.21,km/h,WARNING
19:36:25.619,SENSOR-SOIL,SOIL_MOIST,64.54,%,NORMAL
19:36:25.619,SENSOR-UV,UV_INDEX,4.08,UV,NORMAL
19:36:25.621,SENSOR-RAIN,RAINFALL,47.88,mm,CRITICAL
19:36:25.621,SENSOR-TEMP,TEMP,26.45,C,NORMAL
19:36:25.621,SENSOR-WIND,WIND,66.52,km/h,CRITICAL
19:36:25.622,SENSOR-HUMID,HUMIDITY,49.27,%,NORMAL
19:36:25.622,SENSOR-AQI,AQI,157.76,AQI,CRITICAL
19:36:25.623,SENSOR-SOIL,SOIL_MOIST,74.64,%,NORMAL
19:36:25.623,SENSOR-UV,UV_INDEX,0.43,UV,NORMAL
19:36:25.624,SENSOR-AQI,AQI,109.07,AQI,WARNING
19:36:25.625,SENSOR-RAIN,RAINFALL,35.03,mm,CRITICAL
19:36:25.625,SENSOR-WIND,WIND,28.4,km/h,NORMAL
19:36:25.626,SENSOR-HUMID,HUMIDITY,97.45,%,CRITICAL
19:36:25.626,SENSOR-TEMP,TEMP,31.68,C,NORMAL
19:36:25.627,SENSOR-SOIL,SOIL_MOIST,79.47,%,NORMAL
19:36:25.627,SENSOR-AQI,AQI,36.29,AQI,NORMAL
19:36:25.628,SENSOR-UV,UV_INDEX,10.41,UV,CRITICAL
19:36:25.629,SENSOR-WIND,WIND,31.07,km/h,WARNING
19:36:25.629,SENSOR-AQI,AQI,134.41,AQI,WARNING
19:36:25.630,SENSOR-RAIN,RAINFALL,46.47,mm,CRITICAL
19:36:25.630,SENSOR-HUMID,HUMIDITY,79.35,%,NORMAL
19:36:25.631,SENSOR-TEMP,TEMP,18.97,C,NOTICE
19:36:25.631,SENSOR-AQI,AQI,146.58,AQI,WARNING
19:36:25.632,SENSOR-HUMID,HUMIDITY,33.45,%,NORMAL
19:36:25.632,SENSOR-SOIL,SOIL_MOIST,31.72,%,WARNING
19:36:25.632,SENSOR-UV,UV_INDEX,6.6,UV,WARNING
19:36:25.633,SENSOR-RAIN,RAINFALL,20.92,mm,NORMAL
19:36:25.634,SENSOR-SOIL,SOIL_MOIST,68.9,%,NORMAL
19:36:25.634,SENSOR-TEMP,TEMP,34.84,C,NORMAL
19:36:25.634,SENSOR-WIND,WIND,76.34,km/h,CRITICAL
19:36:25.636,SENSOR-SOIL,SOIL_MOIST,33.42,%,WARNING
19:36:25.636,SENSOR-UV,UV_INDEX,4.21,UV,NORMAL
19:36:25.636,SENSOR-HUMID,HUMIDITY,98.49,%,CRITICAL
19:36:25.636,SENSOR-AQI,AQI,36.63,AQI,NORMAL
19:36:25.637,SENSOR-TEMP,TEMP,30.56,C,NORMAL
19:36:25.637,SENSOR-WIND,WIND,46.34,km/h,WARNING
19:36:25.638,SENSOR-AQI,AQI,157.22,AQI,CRITICAL
19:36:25.638,SENSOR-RAIN,RAINFALL,12.5,mm,NORMAL
19:36:25.640,SENSOR-UV,UV_INDEX,11.66,UV,CRITICAL
19:36:25.640,SENSOR-TEMP,TEMP,22.77,C,NORMAL
19:36:25.640,SENSOR-SOIL,SOIL_MOIST,12.67,%,CRITICAL
19:36:25.640,SENSOR-HUMID,HUMIDITY,39.94,%,NORMAL
19:36:25.641,SENSOR-AQI,AQI,51.42,AQI,NORMAL
19:36:25.641,SENSOR-WIND,WIND,68.14,km/h,CRITICAL
19:36:25.642,SENSOR-SOIL,SOIL_MOIST,63.26,%,NORMAL
19:36:25.643,SENSOR-UV,UV_INDEX,7.09,UV,WARNING
19:36:25.643,SENSOR-SOIL,SOIL_MOIST,33.47,%,WARNING
19:36:25.643,SENSOR-RAIN,RAINFALL,40.86,mm,CRITICAL
19:36:25.644,SENSOR-AQI,AQI,198.68,AQI,CRITICAL
19:36:25.644,SENSOR-HUMID,HUMIDITY,52.77,%,NORMAL
19:36:25.645,SENSOR-TEMP,TEMP,32.59,C,NORMAL
19:36:25.645,SENSOR-UV,UV_INDEX,9.92,UV,CRITICAL
19:36:25.645,SENSOR-WIND,WIND,52.52,km/h,CRITICAL
19:36:25.647,SENSOR-SOIL,SOIL_MOIST,27.07,%,WARNING
19:36:25.647,SENSOR-HUMID,HUMIDITY,76.12,%,NORMAL
19:36:25.647,SENSOR-AQI,AQI,192.18,AQI,CRITICAL
19:36:25.647,SENSOR-UV,UV_INDEX,0.66,UV,NORMAL
19:36:25.647,SENSOR-WIND,WIND,0.45,km/h,NORMAL
19:36:25.647,SENSOR-RAIN,RAINFALL,23.79,mm,NORMAL
19:36:25.649,SENSOR-TEMP,TEMP,40.4,C,CRITICAL
19:36:25.650,SENSOR-UV,UV_INDEX,8.02,UV,CRITICAL
19:36:25.650,SENSOR-RAIN,RAINFALL,3.88,mm,NORMAL
19:36:25.651,SENSOR-WIND,WIND,65.05,km/h,CRITICAL
19:36:25.651,SENSOR-SOIL,SOIL_MOIST,21.24,%,WARNING
19:36:25.651,SENSOR-AQI,AQI,79.18,AQI,NORMAL
19:36:25.651,SENSOR-TEMP,TEMP,40.72,C,CRITICAL
19:36:25.652,SENSOR-HUMID,HUMIDITY,80.14,%,NORMAL
19:36:25.653,SENSOR-UV,UV_INDEX,1.54,UV,NORMAL
19:36:25.654,SENSOR-RAIN,RAINFALL,26.45,mm,CRITICAL
19:36:25.654,SENSOR-SOIL,SOIL_MOIST,22.29,%,WARNING
19:36:25.655,SENSOR-HUMID,HUMIDITY,30.55,%,NORMAL
19:36:25.655,SENSOR-WIND,WIND,57.52,km/h,CRITICAL
19:36:25.655,SENSOR-AQI,AQI,102.38,AQI,WARNING
19:36:25.656,SENSOR-TEMP,TEMP,21.37,C,NORMAL
19:36:25.657,SENSOR-SOIL,SOIL_MOIST,36.18,%,NORMAL
19:36:25.658,SENSOR-UV,UV_INDEX,11.54,UV,CRITICAL
19:36:25.658,SENSOR-WIND,WIND,33.56,km/h,WARNING
19:36:25.658,SENSOR-SOIL,SOIL_MOIST,11.36,%,CRITICAL
19:36:25.658,SENSOR-RAIN,RAINFALL,31.95,mm,CRITICAL
19:36:25.658,SENSOR-TEMP,TEMP,31.74,C,NORMAL
19:36:25.660,SENSOR-AQI,AQI,190.96,AQI,CRITICAL
19:36:25.660,SENSOR-HUMID,HUMIDITY,77.84,%,NORMAL
19:36:25.661,SENSOR-TEMP,TEMP,22.79,C,NORMAL
19:36:25.661,SENSOR-WIND,WIND,12.04,km/h,NORMAL
19:36:25.662,SENSOR-UV,UV_INDEX,8.13,UV,CRITICAL
19:36:25.662,SENSOR-SOIL,SOIL_MOIST,71.45,%,NORMAL
19:36:25.662,SENSOR-RAIN,RAINFALL,30.16,mm,CRITICAL
19:36:25.663,SENSOR-WIND,WIND,43.97,km/h,WARNING
19:36:25.663,SENSOR-AQI,AQI,103.45,AQI,WARNING
19:36:25.664,SENSOR-UV,UV_INDEX,7.58,UV,WARNING
19:36:25.664,SENSOR-TEMP,TEMP,26.53,C,NORMAL
19:36:25.664,SENSOR-HUMID,HUMIDITY,94.12,%,CRITICAL
19:36:25.664,SENSOR-WIND,WIND,50.28,km/h,CRITICAL
19:36:25.664,SENSOR-SOIL,SOIL_MOIST,58.92,%,NORMAL
19:36:25.664,SENSOR-RAIN,RAINFALL,48.93,mm,CRITICAL
19:36:25.666,SENSOR-SOIL,SOIL_MOIST,78.6,%,NORMAL
19:36:25.667,SENSOR-WIND,WIND,43.15,km/h,WARNING
19:36:25.668,SENSOR-AQI,AQI,95.4,AQI,NORMAL
19:36:25.668,SENSOR-TEMP,TEMP,24.89,C,NORMAL
19:36:25.668,SENSOR-HUMID,HUMIDITY,81.69,%,NORMAL
19:36:25.669,SENSOR-RAIN,RAINFALL,39.36,mm,CRITICAL
19:36:25.669,SENSOR-UV,UV_INDEX,3.75,UV,NORMAL
19:36:25.671,SENSOR-SOIL,SOIL_MOIST,37.15,%,NORMAL
19:36:25.671,SENSOR-AQI,AQI,99.29,AQI,NORMAL
19:36:25.672,SENSOR-HUMID,HUMIDITY,51.22,%,NORMAL
19:36:25.672,SENSOR-WIND,WIND,67.41,km/h,CRITICAL
19:36:25.673,SENSOR-RAIN,RAINFALL,28.99,mm,CRITICAL
19:36:25.673,SENSOR-TEMP,TEMP,39.59,C,CRITICAL
19:36:25.674,SENSOR-UV,UV_INDEX,2.43,UV,NORMAL
19:36:25.674,SENSOR-SOIL,SOIL_MOIST,57.88,%,NORMAL
19:36:25.675,SENSOR-AQI,AQI,85.59,AQI,NORMAL
19:36:25.675,SENSOR-WIND,WIND,22.46,km/h,NORMAL
19:36:25.676,SENSOR-SOIL,SOIL_MOIST,15.35,%,CRITICAL
