date,day_name,month,month_num,year,season,hour,temperature,humidity,rainfall,wind_speed,wind_direction,aqi,heat_index,evapotranspiration,dew_point,water_deficit,alert_level,overall_status,latitude,longitude,station_id,location,source
2024-08-29,Thursday,August,8,2024,Dry (Jun-Aug),12,18.7,64.7,0.0,18.2,NW,64,16.0,0.5,29.5,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-08-30,Friday,August,8,2024,Dry (Jun-Aug),12,20.9,72.2,0.0,19.3,NE,44,18.35,0.47,33.22,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-08-31,Saturday,August,8,2024,Dry (Jun-Aug),12,18.6,61.5,0.0,17.6,S,47,15.84,0.52,28.83,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-01,Sunday,September,9,2024,Short Rains,12,26.0,80.6,8.2,6.9,S,59,23.62,0.44,40.4,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-02,Monday,September,9,2024,Short Rains,12,20.7,88.8,10.9,9.0,NE,57,18.49,0.3,36.0,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-03,Tuesday,September,9,2024,Short Rains,12,23.2,83.8,23.6,21.9,NE,70,20.89,0.38,37.88,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-04,Wednesday,September,9,2024,Short Rains,12,17.9,71.0,12.9,10.3,SE,49,15.33,0.44,29.72,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-05,Thursday,September,9,2024,Short Rains,12,27.5,74.2,11.4,7.8,S,30,24.99,0.53,40.85,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-06,Friday,September,9,2024,Short Rains,12,22.9,66.5,0.0,24.0,N,74,20.24,0.54,34.39,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-07,Saturday,September,9,2024,Short Rains,12,19.3,67.4,17.6,10.2,S,45,16.66,0.49,30.62,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-08,Sunday,September,9,2024,Short Rains,12,22.7,88.1,27.1,14.2,W,64,20.47,0.32,38.11,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-09,Monday,September,9,2024,Short Rains,12,26.2,79.2,17.5,22.2,W,66,23.8,0.46,40.36,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-10,Tuesday,September,9,2024,Short Rains,12,25.6,69.9,0.0,13.6,SE,53,23.01,0.55,37.96,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-11,Wednesday,September,9,2024,Short Rains,12,18.7,82.4,14.8,12.2,W,43,16.36,0.35,32.61,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-12,Thursday,September,9,2024,Short Rains,12,20.5,76.5,0.0,20.6,S,45,18.04,0.43,33.55,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-13,Friday,September,9,2024,Short Rains,12,19.4,62.5,0.0,9.7,N,42,16.66,0.52,29.87,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-14,Saturday,September,9,2024,Short Rains,12,27.5,82.0,0.0,24.9,NE,56,25.15,0.44,42.33,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-15,Sunday,September,9,2024,Short Rains,12,27.0,67.4,0.0,6.5,SE,73,24.36,0.59,39.03,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-16,Monday,September,9,2024,Short Rains,12,19.5,74.3,17.4,19.7,E,42,17.0,0.43,32.06,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-17,Tuesday,September,9,2024,Short Rains,12,16.3,71.2,13.8,9.9,E,31,13.73,0.42,28.01,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-18,Wednesday,September,9,2024,Short Rains,12,24.6,68.5,26.8,6.3,SE,44,21.98,0.55,36.61,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-19,Thursday,September,9,2024,Short Rains,12,23.5,78.1,0.0,20.8,W,56,21.07,0.44,37.16,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-20,Friday,September,9,2024,Short Rains,12,28.3,66.1,26.2,12.0,NE,30,25.63,0.62,40.2,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-21,Saturday,September,9,2024,Short Rains,12,17.3,76.1,7.1,6.6,N,59,14.83,0.39,29.95,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-22,Sunday,September,9,2024,Short Rains,12,25.7,75.4,0.0,20.8,E,38,23.22,0.5,39.09,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-23,Monday,September,9,2024,Short Rains,12,21.0,64.9,0.0,22.6,W,58,18.31,0.53,32.03,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-24,Tuesday,September,9,2024,Short Rains,12,17.2,75.7,23.6,9.8,NW,35,14.73,0.4,29.77,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-25,Wednesday,September,9,2024,Short Rains,12,26.9,81.5,0.0,14.6,SW,54,24.54,0.44,41.57,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-26,Thursday,September,9,2024,Short Rains,12,24.2,72.2,16.8,13.8,SW,45,21.65,0.51,36.85,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-27,Friday,September,9,2024,Short Rains,12,26.8,68.1,8.7,6.6,SE,48,24.17,0.58,38.94,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-28,Saturday,September,9,2024,Short Rains,12,24.2,71.9,0.0,14.4,E,43,21.65,0.51,36.79,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-29,Sunday,September,9,2024,Short Rains,12,18.4,58.3,0.0,24.1,NW,58,15.57,0.54,28.07,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-09-30,Monday,September,9,2024,Short Rains,12,17.1,69.8,0.0,21.0,S,56,14.51,0.44,28.64,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-01,Tuesday,October,10,2024,Short Rains,12,21.3,94.8,30.5,17.9,SW,49,19.21,0.21,37.78,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-02,Wednesday,October,10,2024,Short Rains,12,22.7,88.6,0.0,17.4,S,29,20.48,0.31,38.21,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-03,Thursday,October,10,2024,Short Rains,12,24.5,67.9,5.0,15.6,E,35,21.87,0.55,36.39,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-04,Friday,October,10,2024,Short Rains,12,26.3,73.7,42.2,16.1,NE,48,23.78,0.52,39.44,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-05,Saturday,October,10,2024,Short Rains,12,20.9,87.9,27.5,18.7,E,52,18.67,0.31,36.06,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-06,Sunday,October,10,2024,Short Rains,12,22.1,84.4,19.4,7.8,E,36,19.8,0.36,36.76,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-07,Monday,October,10,2024,Short Rains,12,17.0,84.0,20.2,4.9,NE,55,14.69,0.32,31.0,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-08,Tuesday,October,10,2024,Short Rains,12,27.1,65.8,0.0,4.4,S,38,24.43,0.6,38.84,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-09,Wednesday,October,10,2024,Short Rains,12,17.8,66.4,0.0,14.6,W,51,15.14,0.47,28.81,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-10,Thursday,October,10,2024,Short Rains,12,22.8,62.8,0.0,6.5,SW,56,20.07,0.57,33.61,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-11,Friday,October,10,2024,Short Rains,12,18.8,92.7,11.4,8.3,W,51,16.67,0.23,34.57,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-12,Saturday,October,10,2024,Short Rains,12,24.6,88.3,0.0,3.2,N,29,22.38,0.33,40.28,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-13,Sunday,October,10,2024,Short Rains,12,22.5,60.4,0.0,5.0,W,30,19.72,0.58,32.86,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-14,Monday,October,10,2024,Short Rains,12,28.3,88.1,6.5,4.6,S,33,26.07,0.37,44.4,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-15,Tuesday,October,10,2024,Short Rains,12,18.8,81.8,32.5,19.3,NE,35,16.45,0.36,32.62,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-16,Wednesday,October,10,2024,Short Rains,12,27.0,86.5,0.0,17.0,W,41,24.74,0.38,42.64,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-17,Thursday,October,10,2024,Short Rains,12,22.8,98.0,37.7,15.9,SW,52,20.77,0.13,40.07,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-18,Friday,October,10,2024,Short Rains,12,22.3,76.4,11.1,18.4,SW,49,19.84,0.45,35.52,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-19,Saturday,October,10,2024,Short Rains,12,19.7,67.2,0.0,5.4,SE,57,17.05,0.49,31.02,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-20,Sunday,October,10,2024,Short Rains,12,19.3,67.3,37.1,6.4,NW,39,16.66,0.49,30.6,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-21,Monday,October,10,2024,Short Rains,12,25.6,78.9,22.6,7.6,SW,32,23.19,0.46,39.63,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-22,Tuesday,October,10,2024,Short Rains,12,25.0,79.1,36.4,15.2,W,59,22.59,0.45,39.01,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-23,Wednesday,October,10,2024,Short Rains,12,25.9,83.6,7.1,8.4,N,39,23.58,0.41,40.85,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-24,Thursday,October,10,2024,Short Rains,12,28.1,78.9,9.1,3.4,E,31,25.69,0.48,42.41,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-25,Friday,October,10,2024,Short Rains,12,17.7,97.9,22.1,3.2,N,40,15.67,0.12,34.27,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-26,Saturday,October,10,2024,Short Rains,12,25.0,71.4,0.0,10.5,S,47,22.44,0.53,37.58,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-27,Sunday,October,10,2024,Short Rains,12,20.8,98.0,23.2,9.0,SW,32,18.77,0.13,37.8,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-28,Monday,October,10,2024,Short Rains,12,16.9,81.2,34.6,13.0,W,50,14.54,0.35,30.4,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-29,Tuesday,October,10,2024,Short Rains,12,19.4,68.5,10.1,14.5,E,47,16.78,0.48,30.92,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-30,Wednesday,October,10,2024,Short Rains,12,17.5,70.2,0.0,10.9,NE,53,14.91,0.44,29.15,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-10-31,Thursday,October,10,2024,Short Rains,12,26.8,80.9,42.8,12.9,SW,42,24.43,0.45,41.35,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-01,Friday,November,11,2024,Short Rains,12,21.9,80.5,18.3,8.0,E,50,19.52,0.4,35.82,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-02,Saturday,November,11,2024,Short Rains,12,25.9,83.9,0.0,19.0,NE,57,23.59,0.4,40.91,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-03,Sunday,November,11,2024,Short Rains,12,25.7,69.9,0.0,4.8,NW,41,23.11,0.55,38.07,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-04,Monday,November,11,2024,Short Rains,12,22.2,87.9,0.0,14.5,W,55,19.97,0.32,37.52,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-05,Tuesday,November,11,2024,Short Rains,12,21.5,69.7,0.0,3.6,N,54,18.9,0.5,33.43,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-06,Wednesday,November,11,2024,Short Rains,12,18.9,70.5,8.8,11.8,NW,51,16.32,0.46,30.73,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-07,Thursday,November,11,2024,Short Rains,12,19.2,94.5,15.9,15.9,W,64,17.1,0.2,35.35,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-08,Friday,November,11,2024,Short Rains,12,24.4,81.9,34.3,8.8,W,50,22.05,0.41,38.86,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-09,Saturday,November,11,2024,Short Rains,12,19.2,61.7,0.0,15.1,N,42,16.44,0.53,29.52,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-10,Sunday,November,11,2024,Short Rains,12,25.5,86.8,0.0,12.0,N,61,23.25,0.36,41.01,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-11,Monday,November,11,2024,Short Rains,12,17.1,73.9,10.6,19.1,SE,52,14.59,0.41,29.35,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-12,Tuesday,November,11,2024,Short Rains,12,24.1,88.9,35.1,13.1,SE,32,21.89,0.32,39.84,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-13,Wednesday,November,11,2024,Short Rains,12,24.2,71.1,0.0,10.3,S,53,21.63,0.52,36.64,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-14,Thursday,November,11,2024,Short Rains,12,23.6,65.1,0.0,19.8,SW,44,20.91,0.56,34.9,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-15,Friday,November,11,2024,Short Rains,12,25.2,70.5,30.3,12.6,W,57,22.62,0.54,37.63,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-16,Saturday,November,11,2024,Short Rains,12,24.6,76.0,10.3,13.2,W,47,22.13,0.48,37.99,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-17,Sunday,November,11,2024,Short Rains,12,22.1,73.2,0.0,3.7,E,40,19.57,0.48,34.72,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-18,Monday,November,11,2024,Short Rains,12,16.8,83.0,34.0,16.0,W,32,14.47,0.33,30.61,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-19,Tuesday,November,11,2024,Short Rains,12,26.4,95.4,28.9,6.2,NE,60,24.32,0.22,43.67,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-20,Wednesday,November,11,2024,Short Rains,12,17.6,63.7,0.0,12.9,SW,58,14.88,0.49,28.13,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-21,Thursday,November,11,2024,Short Rains,12,18.8,65.4,0.0,19.4,NE,51,16.12,0.5,29.73,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-22,Friday,November,11,2024,Short Rains,12,25.3,96.2,21.3,3.8,S,53,23.24,0.19,42.57,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-23,Saturday,November,11,2024,Short Rains,12,23.8,93.9,31.5,15.8,S,62,21.69,0.24,40.44,0.0,CRITICAL,CRITICAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-24,Sunday,November,11,2024,Short Rains,12,18.3,80.4,3.4,5.6,S,56,15.92,0.37,31.81,1.6,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-25,Monday,November,11,2024,Short Rains,12,16.7,90.1,20.7,14.4,S,56,14.52,0.25,31.74,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-26,Tuesday,November,11,2024,Short Rains,12,26.3,75.2,16.6,4.6,N,45,23.82,0.51,39.72,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-27,Wednesday,November,11,2024,Short Rains,12,19.9,69.9,20.2,10.4,NW,51,17.31,0.48,31.72,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-28,Thursday,November,11,2024,Short Rains,12,18.0,73.8,0.0,16.4,SE,47,15.49,0.42,30.32,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-29,Friday,November,11,2024,Short Rains,12,19.8,74.2,0.0,15.2,SW,64,17.29,0.44,32.37,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-11-30,Saturday,November,11,2024,Short Rains,12,16.9,90.5,24.5,17.6,SW,47,14.72,0.25,32.04,0.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-01,Sunday,December,12,2024,Dry (Dec-Feb),12,24.2,56.3,0.0,21.0,S,46,21.33,0.64,33.96,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-02,Monday,December,12,2024,Dry (Dec-Feb),12,25.5,53.4,0.0,11.9,S,42,22.58,0.68,34.83,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-03,Tuesday,December,12,2024,Dry (Dec-Feb),12,25.1,63.3,0.0,24.0,E,65,22.38,0.6,36.2,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-04,Wednesday,December,12,2024,Dry (Dec-Feb),12,23.7,69.2,0.0,20.6,SW,80,21.09,0.53,35.75,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-05,Thursday,December,12,2024,Dry (Dec-Feb),12,25.5,70.1,0.0,11.5,NW,82,22.91,0.54,37.89,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-06,Friday,December,12,2024,Dry (Dec-Feb),12,19.3,52.0,0.0,6.0,W,39,16.35,0.59,27.95,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-07,Saturday,December,12,2024,Dry (Dec-Feb),12,28.4,66.3,0.0,22.1,S,42,25.74,0.62,40.35,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-08,Sunday,December,12,2024,Dry (Dec-Feb),12,27.3,61.1,0.0,26.3,SE,51,24.53,0.65,38.18,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-09,Monday,December,12,2024,Dry (Dec-Feb),12,20.0,61.2,0.0,17.4,S,78,17.23,0.54,30.3,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-10,Tuesday,December,12,2024,Dry (Dec-Feb),12,26.9,67.5,0.0,8.4,NE,41,24.26,0.59,38.94,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-11,Wednesday,December,12,2024,Dry (Dec-Feb),12,22.0,70.8,0.0,11.8,E,61,19.43,0.49,34.18,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-12,Thursday,December,12,2024,Dry (Dec-Feb),12,28.6,49.3,0.0,17.0,NW,53,25.59,0.76,37.4,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-13,Friday,December,12,2024,Dry (Dec-Feb),12,20.2,54.3,0.0,6.0,E,44,17.29,0.59,29.31,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-14,Saturday,December,12,2024,Dry (Dec-Feb),12,27.6,71.2,0.0,18.3,W,39,25.03,0.56,40.4,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-15,Sunday,December,12,2024,Dry (Dec-Feb),12,24.6,69.9,0.0,12.6,S,75,22.01,0.54,36.86,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-16,Monday,December,12,2024,Dry (Dec-Feb),12,28.6,71.6,5.0,27.3,SE,76,26.04,0.57,41.57,0.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-17,Tuesday,December,12,2024,Dry (Dec-Feb),12,22.4,53.5,0.0,6.2,SW,75,19.48,0.63,31.53,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-18,Wednesday,December,12,2024,Dry (Dec-Feb),12,24.6,66.0,0.0,13.6,SW,62,21.93,0.57,36.15,5.0,NORMAL,NORMAL,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
2024-12-19,Thursday,December,12,2024,Dry (Dec-Feb),12,28.0,61.5,0.0,26.6,NW,117,25.24,0.65,39.01,5.0,WARNING,WARNING,-1.0896,37.0105,KE-NBI-001,JKUAT Main Farm, Juja,Generated (offline fallback)
